group,level_label,class_label,event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,41,NZL,New Zealand,Jessica  Handley,NZLJH27,,358,302
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,42,ARG,Argentina,,,,378.3,302.3
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,43,GER,Germany,Niels Tinnemeier,GERNT15,,383,314
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,44,POL,Poland,,,,393,321
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,45,FRA,France,THIBAULT CHAMBRON,FRATC64,,395,330
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,46,FRA,France,,,,431,333
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,47,BRA,Brazil,Pedro Koch / Mateus Koch,BRAMK17 / BRAPK7,,403,334
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,48,NED,Netherlands,Doeke Surksum / Bjorn Tollenaar,NEDBT6 / NEDDS19,,418,346
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,49,GBR,Great Britain,Edward Stubbs,GBRES69,,432,358
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,50,ITA,Italy,,,,430,363
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,51,ITA,Italy,Bianca Marchesini,ITABM42,,211,156
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,52,GER,Germany,,,,245,171
youth,World Championships,29er,29er Open,29er World Championship,DEN202407EDB,2026-07-02,2026-07-09,"Kieler Yacht Club, Germany",https://sailing.org/regatta/29er-world-championship?ref=DEN202407EDB,53,GBR,Great Britain,Freya Hutchinson / Joanna MacAlister,GBRJM254 / GBRFH19,,249,178
