group,level_label,class_label,event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,48,BUL,Bulgaria,Alexandra Lukoyanova,BULAL4,222314,352,265
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,49,ITA,Italy,Maria Vittoria Arseni,ITAMA111,211517,346,266
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,50,SLO,Slovenia,Lin Pletikos,SLOLP2,220711,360,270
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,51,GER,Germany,Mirja Dohle,GERMD38,228681,347,274
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,52,ESP,Spain,ISABEL HERNANDEZ PEÑA,ESPIH5,228356,368,288
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,53,CAN,Canada,Annalise Balasubramanian,CANAB55,223421,375,293
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,54,ESP,Spain,Lara Himmes Himmes,ESPLH8,223216,402,312
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,55,POL,Poland,Lilly May Niezabitowska,POLLN1,223210,222,135
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,56,SWE,Sweden,Hanna Koba,SWEHK12,228772,213,137
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,57,IRL,Ireland,Sienna Wright,IRLSW20,225583,215,140
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,58,DEN,Denmark,Helena Wolff,DENHW4,228771,232,151
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,59,PER,Peru,Caterina Romero Aguirre,PERCR1,222123,228,155
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,60,SUI,Switzerland,Rosine Baudet,SUIRB8,221952,240,160
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,61,ESP,Spain,Marga Perello,ESPMP83,223701,247,162
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,62,AUS,Australia,Sylvie Stannage,AUSSS43,222422,247,174
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,63,UKR,Ukraine,Alina Shapovalova,UKRAS23,224911,259,186
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,64,POL,Poland,Wiktoria Golebiowska,POLWG7,197117,261,187
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,65,CAN,Canada,Lilly Rainham,CANLR19,220149,275,188
